scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level,source_link,row_index
Minimocursor,Minimocursor,Small runner,Carnivore,1.5,50.0,0.7,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Minimocursor,1398
Minqaria,Minqaria,Minqari lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Late Jurassic,Asia,Sauropod dinosaur,2019,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Minqaria,1399
Mnyamawamtuka,Mnyamawamtuka,Mnyama river neck,Herbivore,12.0,10000.0,4.5,Quadrupedal,Late Cretaceous,Africa,Sauropod dinosaur,2016,Tanzania,Large sauropod,Large,https://en.wikipedia.org/wiki/Mnyamawamtuka,1400
Mongolostegus,Mongolostegus,Mongolian roof,Herbivore,6.0,4000.0,2.5,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2020,Mongolia,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Mongolostegus,1401
Murusraptor,Murusraptor,Wall thief,Carnivore,7.0,3000.0,2.5,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2016,Argentina,Medium theropod,Medium,https://en.wikipedia.org/wiki/Murusraptor,1402
Musankwa,Musankwa,Musankwa lizard,Herbivore,4.0,2000.0,1.7,Bipedal,Early Cretaceous,Africa,Theropod dinosaur,2019,Zambia,Small theropod,Small,https://en.wikipedia.org/wiki/Musankwa,1403
Napaisaurus,Napaisaurus,Napai lizard,Herbivore,6.0,3500.0,2.3,Bipedal,Early Cretaceous,Asia,Sauropodomorph dinosaur,2020,China,Medium sauropodomorph,Medium,https://en.wikipedia.org/wiki/Napaisaurus,1404
Narindasaurus,Narindasaurus,Narinda lizard,Herbivore,8.0,7000.0,3.5,Quadrupedal,Late Jurassic,Madagascar,Sauropod dinosaur,2020,Madagascar,Large sauropod,Large,https://en.wikipedia.org/wiki/Narindasaurus,1405
Natovenator,Natovenator,Swimmer hunter,Carnivore,2.5,150.0,1.5,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2021,Mongolia,Small theropod,Small,https://en.wikipedia.org/wiki/Natovenator,1406
Navajoceratops,Navajoceratops,Navajo horned face,Herbivore,5.0,2500.0,2.0,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2019,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Navajoceratops,1407
Neosaurus,Neosaurus,New lizard,Carnivore,4.0,1500.0,2.0,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2010,France,Medium theropod,Medium,https://en.wikipedia.org/wiki/Neosaurus,1408
Nevadadromeus,Nevadadromeus,Nevada runner,Carnivore,3.5,1200.0,1.8,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2020,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Nevadadromeus,1409
Nhandumirim,Nhandumirim,Small spirit,Herbivore,5.0,3000.0,2.3,Bipedal,Late Cretaceous,South America,Sauropod dinosaur,2021,Brazil,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Nhandumirim,1410
Nicksaurus,Nicksaurus,Nick's lizard,Carnivore,4.5,1800.0,2.0,Bipedal,Late Jurassic,North America,Theropod dinosaur,2017,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Nicksaurus,1411
Niebla,Niebla,Mist,Herbivore,7.0,4000.0,2.5,Bipedal,Late Jurassic,North America,Sauropod dinosaur,2018,USA,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Niebla,1412
Ninjatitan,Ninjatitan,Ninja titan,Herbivore,20.0,30000.0,7.0,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Large sauropod,Large,https://en.wikipedia.org/wiki/Ninjatitan,1413
Notatesseraeraptor,Notatesseraeraptor,Tiled thief,Carnivore,5.0,2000.0,2.2,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2020,Portugal,Medium theropod,Medium,https://en.wikipedia.org/wiki/Notatesseraeraptor,1414
Nullotitan,Nullotitan,Null titan,Herbivore,25.0,35000.0,7.5,Quadrupedal,Late Cretaceous,Australia,Sauropod dinosaur,2019,Australia,Huge sauropod,Huge,https://en.wikipedia.org/wiki/Nullotitan,1415
Obelignathus,Obelignathus,Obeli jaw,Carnivore,4.5,1800.0,2.0,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2020,China,Medium theropod,Medium,https://en.wikipedia.org/wiki/Obelignathus,1416
Oblitosaurus,Oblitosaurus,Oblito lizard,Herbivore,7.0,4500.0,3.0,Bipedal,Late Jurassic,Europe,Sauropod dinosaur,2019,Portugal,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Oblitosaurus,1417
Oceanotitan,Oceanotitan,Ocean titan,Herbivore,22.0,32000.0,7.0,Quadrupedal,Late Cretaceous,Europe,Sauropod dinosaur,2020,Portugal,Large sauropod,Large,https://en.wikipedia.org/wiki/Oceanotitan,1418
Oksoko,Oksoko,Oksoko (mythical bird),Carnivore,3.0,150.0,1.5,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2018,Mongolia,Small theropod,Small,https://en.wikipedia.org/wiki/Oksoko,1419
Omnivoropteryx,Omnivoropteryx,Omnivorous wing,Carnivore,1.5,50.0,0.8,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2009,China,Small theropod,Small,https://en.wikipedia.org/wiki/Omnivoropteryx,1420
Ondogurvel,Ondogurvel,Ondogurvel (mythical name),Carnivore,2.0,120.0,1.2,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2018,Mongolia,Small theropod,Small,https://en.wikipedia.org/wiki/Ondogurvel,1421
Ornatops,Ornatops,Ornate face,Herbivore,5.0,2500.0,2.5,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2015,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Ornatops,1422
Overoraptor,Overoraptor,Over thief,Carnivore,3.0,200.0,1.5,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2019,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Overoraptor,1423
Pandoravenator,Pandoravenator,Pandora hunter,Carnivore,2.5,150.0,1.3,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2017,Portugal,Small theropod,Small,https://en.wikipedia.org/wiki/Pandoravenator,1424
Panguraptor,Panguraptor,Pangu thief,Carnivore,3.5,300.0,1.7,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2018,China,Small theropod,Small,https://en.wikipedia.org/wiki/Panguraptor,1425
Papiliovenator,Papiliovenator,Butterfly hunter,Carnivore,1.8,100.0,1.0,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Papiliovenator,1426
Paralitherizinosaurus,Paralitherizinosaurus,Near scythe lizard,Carnivore,6.0,3500.0,3.0,Bipedal,Late Cretaceous,Asia,Therizinosaur dinosaur,2021,Asia,Large therizinosaur,Large,https://en.wikipedia.org/wiki/Paralitherizinosaurus,1427
Paraxenisaurus,Paraxenisaurus,Near strange lizard,Carnivore,5.0,3000.0,2.8,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2019,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Paraxenisaurus,1428
Pareisactus,Pareisactus,Unknown meaning,Herbivore,5.5,3200.0,2.8,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur,2016,USA,Medium ornithopod,Medium,https://en.wikipedia.org/wiki/Pareisactus,1429
Patagopelta,Patagopelta,Patagonia shield,Herbivore,4.5,2500.0,2.5,Bipedal,Late Cretaceous,South America,Ankylosaur dinosaur,2021,Argentina,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Patagopelta,1430
Pendraig,Pendraig,Head dragon,Carnivore,2.0,150.0,1.3,Bipedal,Late Triassic,Europe,Theropod dinosaur,2021,UK,Small theropod,Small,https://en.wikipedia.org/wiki/Pendraig,1431
Perijasaurus,Perijasaurus,Perija lizard,Herbivore,8.0,7000.0,3.5,Quadrupedal,Early Jurassic,South America,Sauropod dinosaur,2022,Colombia,Large sauropod,Large,https://en.wikipedia.org/wiki/Perijasaurus,1432
Pilmatueia,Pilmatueia,Pilmatue lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2018,Argentina,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Pilmatueia,1433
Platypelta,Platypelta,Flat shield,Herbivore,5.0,3500.0,2.8,Bipedal,Late Cretaceous,North America,Ankylosaur dinosaur,2011,USA,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Platypelta,1434
Platytholus,Platytholus,Flat dome,Herbivore,5.0,3000.0,2.5,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2015,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Platytholus,1435
Pleurocoelus,Pleurocoelus,Side hollow,Herbivore,7.0,5000.0,3.5,Bipedal,Early Cretaceous,North America,Sauropod dinosaur,1877,USA,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Pleurocoelus,1436
Podischion,Podischion,Foot bone,Carnivore,2.0,150.0,1.3,Bipedal,Late Jurassic,North America,Theropod dinosaur,2010,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Podischion,1437
Portellsaurus,Portellsaurus,Portell lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Late Cretaceous,Europe,Ornithopod dinosaur,2021,Spain,Medium ornithopod,Medium,https://en.wikipedia.org/wiki/Portellsaurus,1438
Powellvenator,Powellvenator,Powell hunter,Carnivore,4.0,2500.0,2.5,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2020,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Powellvenator,1439
Probrachylophosaurus,Probrachylophosaurus,Before short crest lizard,Herbivore,7.0,5500.0,3.5,Bipedal,Late Cretaceous,North America,Hadrosaur dinosaur,2019,USA,Large hadrosaur,Large,https://en.wikipedia.org/wiki/Probrachylophosaurus,1440
Protathlitis,Protathlitis,First hunter,Carnivore,6.0,3500.0,3.0,Bipedal,Late Cretaceous,Europe,Theropod dinosaur,2021,Spain,Medium theropod,Medium,https://en.wikipedia.org/wiki/Protathlitis,1441
Proyandusaurus,Proyandusaurus,Pro Yandu lizard,Herbivore,8.0,7000.0,3.5,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2019,Argentina,Large sauropod,Large,https://en.wikipedia.org/wiki/Proyandusaurus,1442
Pulanesaura,Pulanesaura,Pulana lizard,Herbivore,7.0,6500.0,3.2,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2019,South Africa,Large sauropod,Large,https://en.wikipedia.org/wiki/Pulanesaura,1443
Punatitan,Punatitan,Puna titan,Herbivore,15.0,20000.0,6.0,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Large sauropod,Large,https://en.wikipedia.org/wiki/Punatitan,1444
Qianjiangsaurus,Qianjiangsaurus,Qianjiang lizard,Carnivore,3.0,1500.0,1.5,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2019,China,Small theropod,Small,https://en.wikipedia.org/wiki/Qianjiangsaurus,1445
Qianlong,Qianlong,Qianlong dragon,Herbivore,10.0,8000.0,4.0,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2020,China,Large sauropod,Large,https://en.wikipedia.org/wiki/Qianlong,1446
Qiupanykus,Qiupanykus,Qiupan claw,Carnivore,2.5,300.0,1.2,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2018,China,Small theropod,Small,https://en.wikipedia.org/wiki/Qiupanykus,1447
Qunkasaura,Qunkasaura,Qunka lizard,Herbivore,5.0,3000.0,2.5,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2017,Argentina,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Qunkasaura,1448
Rativates,Rativates,Rat thief,Carnivore,3.5,1200.0,1.8,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2011,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Rativates,1449
Regaliceratops,Regaliceratops,Regal horned face,Herbivore,5.5,3500.0,2.8,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2017,Canada,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Regaliceratops,1450
Rhinorex,Rhinorex,Nose king,Herbivore,8.0,7000.0,3.5,Bipedal,Late Cretaceous,North America,Hadrosaur dinosaur,2014,USA,Large hadrosaur,Large,https://en.wikipedia.org/wiki/Rhinorex,1451
Rhomaleopakhus,Rhomaleopakhus,Strong arm,Carnivore,6.0,4000.0,3.0,Bipedal,Late Jurassic,Europe,Theropod dinosaur,2016,Portugal,Medium theropod,Medium,https://en.wikipedia.org/wiki/Rhomaleopakhus,1452
Ricardoestesia,Ricardoestesia,Ricardo's scraper,Carnivore,3.0,200.0,1.4,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2011,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Ricardoestesia,1453
Riojavenatrix,Riojavenatrix,Rioja hunter,Carnivore,3.5,250.0,1.6,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2013,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Riojavenatrix,1454
Riparovenator,Riparovenator,Riverbank hunter,Carnivore,6.0,3500.0,3.2,Bipedal,Early Cretaceous,Europe,Theropod dinosaur,2020,UK,Large theropod,Large,https://en.wikipedia.org/wiki/Riparovenator,1455
Rugocaudia,Rugocaudia,Rugose tail,Herbivore,15.0,18000.0,6.0,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,2015,USA,Large sauropod,Large,https://en.wikipedia.org/wiki/Rugocaudia,1456
Ruixinia,Ruixinia,Ruixi lizard,Herbivore,6.0,3500.0,2.8,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,2014,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Ruixinia,1457
Sacisaurus,Sacisaurus,Saci lizard,Herbivore,2.0,150.0,1.2,Bipedal,Late Triassic,South America,Ornithischian dinosaur,2013,Brazil,Small ornithischian,Small,https://en.wikipedia.org/wiki/Sacisaurus,1458
Saldamosaurus,Saldamosaurus,Salda lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Early Jurassic,South America,Sauropod dinosaur,2020,Argentina,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Saldamosaurus,1459
Saltopus,Saltopus,Salt foot,Carnivore,1.0,15.0,0.4,Bipedal,Late Triassic,Europe,Theropod dinosaur,1910,UK,Very small theropod,Very small,https://en.wikipedia.org/wiki/Saltopus,1460
Sanxiasaurus,Sanxiasaurus,Sanxia lizard,Herbivore,7.0,5000.0,3.5,Bipedal,Early Jurassic,Asia,Sauropod dinosaur,2019,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Sanxiasaurus,1461
Saraikimasoom,Saraikimasoom,Saraiki giant,Carnivore,4.0,2000.0,2.5,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2021,Pakistan,Medium theropod,Medium,https://en.wikipedia.org/wiki/Saraikimasoom,1462
Sasayamagnomus,Sasayamagnomus,Sasayama giant,Herbivore,6.0,3500.0,2.8,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,2020,Japan,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Sasayamagnomus,1463
Saurophagus,Saurophagus,Lizard eater,Carnivore,7.0,4000.0,3.0,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2015,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Saurophagus,1464
Schleitheimia,Schleitheimia,Schleitheim lizard,Herbivore,10.0,8000.0,4.0,Bipedal,Late Jurassic,Europe,Sauropod dinosaur,2019,Switzerland,Large sauropod,Large,https://en.wikipedia.org/wiki/Schleitheimia,1465
Scutellosaurus (not to be confused with Scutosaurus),Scutellosaurus,Small shield lizard,Herbivore,1.2,50.0,0.8,Bipedal,Early Jurassic,North America,Thyreophoran dinosaur,1981,USA,Small armored dinosaur,Small,https://en.wikipedia.org/wiki/Scutellosaurus,1466
Sefapanosaurus,Sefapanosaurus,Sefapano lizard,Herbivore,7.0,6000.0,3.2,Bipedal,Early Jurassic,Africa,Sauropod dinosaur,2013,South Africa,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Sefapanosaurus,1467
Seismosaurus,Seismosaurus,Earthquake lizard,Herbivore,33.0,33000.0,10.5,Quadrupedal,Late Jurassic,North America,Sauropod dinosaur,1999,USA,Very large sauropod,Very large,https://en.wikipedia.org/wiki/Seismosaurus,1468
Sektensaurus,Sektensaurus,Sekten lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Early Jurassic,South America,Sauropod dinosaur,2018,Argentina,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Sektensaurus,1469
Shingopana,Shingopana,Shingo cheek,Carnivore,6.0,3000.0,3.0,Bipedal,Late Cretaceous,Africa,Theropod dinosaur,2014,Tanzania,Medium theropod,Medium,https://en.wikipedia.org/wiki/Shingopana,1470
Shri,Shri,Shri (Hindu goddess),Herbivore,7.0,6000.0,3.5,Bipedal,Late Cretaceous,Asia,Sauropod dinosaur,2019,India,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Shri,1471
Shuangbaisaurus,Shuangbaisaurus,Double white lizard,Herbivore,8.0,7000.0,3.5,Bipedal,Late Jurassic,Asia,Sauropod dinosaur,2014,China,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Shuangbaisaurus,1472
Siamodracon,Siamodracon,Siam dragon,Carnivore,3.0,1500.0,1.5,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2016,Thailand,Small theropod,Small,https://en.wikipedia.org/wiki/Siamodracon,1473
Sibirotitan,Sibirotitan,Siberian titan,Herbivore,25.0,18000.0,7.0,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2017,Russia,Large sauropod,Large,https://en.wikipedia.org/wiki/Sibirotitan,1474
Sidersaura,Sidersaura,Sider lizard,Herbivore,6.0,3500.0,2.8,Bipedal,Late Jurassic,North America,Sauropod dinosaur,2019,USA,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Sidersaura,1475
Sierraceratops,Sierraceratops,Sierra horned face,Herbivore,5.5,3200.0,2.5,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2019,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Sierraceratops,1476
Silutitan,Silutitan,Silu titan,Herbivore,15.0,15000.0,6.0,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2020,China,Large sauropod,Large,https://en.wikipedia.org/wiki/Silutitan,1477
Sinankylosaurus,Sinankylosaurus,Chinese shield lizard,Herbivore,7.0,4000.0,3.0,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2019,China,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Sinankylosaurus,1478
Sinocephale,Sinocephale,Chinese head,Herbivore,5.0,3000.0,2.5,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2019,China,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Sinocephale,1479
Sinopeltosaurus,Sinopeltosaurus,Chinese shield lizard,Herbivore,7.0,3500.0,3.0,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2021,China,Medium ankylosaur,Medium,https://en.wikipedia.org/wiki/Sinopeltosaurus,1480
Smitanosaurus,Smitanosaurus,Smitan lizard,Herbivore,6.0,4000.0,3.0,Bipedal,Late Cretaceous,North America,Sauropod dinosaur,2020,USA,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Smitanosaurus,1481
Soumyasaurus,Soumyasaurus,Soumya lizard,Herbivore,5.0,3200.0,2.5,Bipedal,Late Jurassic,Asia,Sauropod dinosaur,2017,India,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Soumyasaurus,1482
Spectrovenator,Spectrovenator,Specter hunter,Carnivore,3.5,1200.0,1.8,Bipedal,Late Jurassic,South America,Theropod dinosaur,2019,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Spectrovenator,1483
Spiclypeus,Spiclypeus,Spiked shield,Herbivore,5.0,3000.0,2.5,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2016,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Spiclypeus,1484
Spicomellus,Spicomellus,Spiked collar,Herbivore,6.0,3500.0,3.0,Bipedal,Late Jurassic,Europe,Thyreophoran dinosaur,2022,UK,Medium armored dinosaur,Medium,https://en.wikipedia.org/wiki/Spicomellus,1485
Stegouros,Stegouros,Roof tail,Herbivore,3.5,1000.0,1.5,Bipedal,Late Cretaceous,South America,Ankylosaur dinosaur,2021,Chile,Small ankylosaur,Small,https://en.wikipedia.org/wiki/Stegouros,1486
Stellasaurus,Stellasaurus,Star lizard,Herbivore,6.0,3500.0,3.0,Bipedal,Late Cretaceous,North America,Ceratopsian dinosaur,2021,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Stellasaurus,1487
Tachiraptor,Tachiraptor,Táchira hunter,Carnivore,3.5,100.0,1.2,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2017,Venezuela,"Small, fast predator",Small,https://en.wikipedia.org/wiki/Tachiraptor,1488
Taleta,Taleta,Taleta,Herbivore,5.0,2000.0,2.0,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2015,China,Medium-sized sauropod,Medium,https://en.wikipedia.org/wiki/Taleta,1489
Tamarro,Tamarro,Tamarro,Carnivore,2.5,50.0,1.0,Bipedal,Late Cretaceous,Europe,Troodontid dinosaur,2021,Spain,"Small, bird-like dinosaur",Small,https://en.wikipedia.org/wiki/Tamarro,1490
Tameryraptor,Tameryraptor,Tamery thief,Carnivore,6.0,500.0,2.5,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2019,Mongolia,Medium-sized predator,Medium,https://en.wikipedia.org/wiki/Tameryraptor,1491
Tawa,Tawa,Tawa (Hopi sun deity),Omnivore,2.0,20.0,0.7,Bipedal,Late Triassic,North America,Theropod dinosaur,2009,USA,Small early theropod,Small,https://en.wikipedia.org/wiki/Tawa_(dinosaur),1492
Tawasaurus,Tawasaurus,Tawas lizard,Herbivore,4.0,800.0,1.5,Bipedal,Jurassic,North America,Ornithischian dinosaur,2011,USA,Medium herbivore,Medium,https://en.wikipedia.org/wiki/Tawasaurus,1493
Technosaurus,Technosaurus,Artisan lizard,Omnivore,1.5,10.0,0.5,Bipedal,Triassic,North America,Ornithischian dinosaur,1984,USA,Small early dinosaur,Small,https://en.wikipedia.org/wiki/Technosaurus,1494
Terminocavus,Terminocavus,Terminal hollow,Carnivore,4.0,300.0,1.5,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2017,USA,Medium carnivore,Medium,https://en.wikipedia.org/wiki/Terminocavus,1495
Teyuwasu,Teyuwasu,Teyu warrior,Omnivore,6.5,4000.0,3.5,Quadrupedal,Late Triassic,South America,Sauropodomorph dinosaur,2018,Brazil,Late Triassic herbivore,Large,https://en.wikipedia.org/wiki/Teyuwasu,1496
Thanatotheristes,Thanatotheristes,Death harvester,Carnivore,8.0,3000.0,3.0,Bipedal,Late Cretaceous,North America,Tyrannosaurid theropod,2020,Canada,Large predator,Large,https://en.wikipedia.org/wiki/Thanatotheristes,1497
Tharosaurus,Tharosaurus,Thar lizard,Herbivore,7.0,2500.0,3.0,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2020,India,Late Jurassic sauropod,Large,https://en.wikipedia.org/wiki/Tharosaurus,1498
Thyreosaurus,Thyreosaurus,Shield lizard,Herbivore,6.0,2500.0,2.5,Quadrupedal,Jurassic,Europe,Thyreophoran dinosaur,1984,Europe,Armored dinosaur,Medium,https://en.wikipedia.org/wiki/Thyreosaurus,1499
Tiamat,Tiamat,Tiamat (Babylonian goddess),Herbivore,12.0,8000.0,5.0,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2021,China,Large sauropod,Large,https://en.wikipedia.org/wiki/Tiamat,1500
Tietasaura,Tietasaura,Tieta lizard,Herbivore,6.0,2000.0,2.5,Quadrupedal,Cretaceous,South America,Sauropod dinosaur,2015,Argentina,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Tietasaura,1501
Timurlengia,Timurlengia,Timur’s beast,Carnivore,6.0,700.0,2.0,Bipedal,Late Cretaceous,Asia,Tyrannosauroid theropod,2016,Uzbekistan,Medium-large predator,Medium,https://en.wikipedia.org/wiki/Timurlengia,1502
Titanomachya,Titanomachya,Titan battle,Herbivore,15.0,15000.0,6.0,Quadrupedal,Cretaceous,South America,Sauropod dinosaur,2019,Argentina,Huge sauropod,Large,https://en.wikipedia.org/wiki/Titanomachya,1503
Tlatolophus,Tlatolophus,Speech crest,Herbivore,8.0,4000.0,3.0,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2021,Mexico,Medium hadrosaur,Medium,https://en.wikipedia.org/wiki/Tlatolophus,1504
Tongtianlong,Tongtianlong,Tongtian dragon,Herbivore,6.0,2000.0,2.5,Bipedal,Late Cretaceous,Asia,Hadrosauroid dinosaur,2016,China,Medium hadrosaur,Medium,https://en.wikipedia.org/wiki/Tongtianlong,1505
